ID,Name,Handedness,Birthday,Country,Full Name
0000005867,梁碩桓,右投右打,1991/07/15,韓國,
0000005868,阿知羅拓馬,右投右打,1992/11/20,日本,Achira Takuma
0000005870,片山雄哉,右投左打,1994/06/18,日本,Katayama Yuya
0000005871,松田進,右投右打,1994/08/29,日本,Matsuda Shin
0000005875,宮内春輝,右投右打,1996/05/25,日本,Miyauchi Haruki
0000005876,近藤凌太,右投右打,1994/09/21,日本,Kondo Ryota
0000005877,栗林良吏,右投右打,1996/07/09,日本,Kuribayashi Ryoji
0000005878,岩本喜照,右投右打,1995/03/03,日本,Iwamoto Kisho
0000005879,本田洋平,右投右打,1994/11/30,日本,Honda Yohei
0000005880,中川一斗,左投左打,1995/12/20,日本,Nakagawa Kazuto
0000005881,菊池大樹,右投右打,1993/05/21,日本,Kikuchi Daiki
0000005882,田畑瑛仁,右投左打,1996/10/08,日本,Tabata Akihito
0000005883,東海林寛大,右投右打,1996/03/14,日本,Shoji Kandai
0000005884,辻本勇樹,右投左打,1996/04/27,日本,Tsujimoto Yuki
0000005885,菅野赳門,右投左打,1997/01/31,日本,Kanno Tamon
0000005886,百目鬼浩太,右投右打,1997/03/09,日本,Domeki Kota
0000005887,望月直也,右投右打,1995/08/09,日本,Mochizuki Naoya
0000005888,古田塁,右投右打,1995/06/20,日本,Furuta Rui
0000005889,石黒凌,右投右打,1995/05/31,日本,Ishiguro Ryo
0000005890,吉田叡生,右投左打,1996/07/15,日本,Yoshida Toshiki
0000005891,長澤壮徒,右投右打,1994/10/04,日本,Nagasawa Masato
0000005892,向山基生,右投右打,1996/07/05,日本,Mukoyama Motoki
0000005893,神鳥猛流,右投右打,1994/02/17,日本,Kandori Takeru
0000005894,逢澤峻介,左投左打,1996/09/26,日本,Aizawa Ryosuke
0000005895,八坂健司,左投左打,1995/03/27,日本,Yasaka Kenji
0000005896,阿部陽登,右投右打,1999/03/26,日本,Abe Haruto
0000005897,森田駿哉,左投左打,1997/02/11,日本,Morita Shunya
0000005898,立石悠汰,右投右打,1994/04/26,日本,Tateshi Yuta
0000005899,矢野幸耶,右投左打,1994/07/30,日本,Yano Yukiya
0000005900,沓掛祥和,右投右打,1995/01/01,日本,Kutsukake Yoshikazu
0000005901,中野拓夢,右投左打,1996/06/28,日本,Nakano Takumu
0000005916,林桀晨,右投左打,1994/08/23,中華民國,
0000005917,威爾森,右投右打,1990/04/26,美國,Jared Wilson
0000005918,巴里歐茲,右投右打,1988/10/11,委內瑞拉,Edison Barrios
0000005924,木村敏靖,右投左打,1995/09/14,日本,
0000005925,比嘉賢伸,右投左打,2000/01/12,日本,Kenshin Higa
0000005926,楊程皓,右投右打,1996/12/13,中華民國,
0000005927,戴云真,右投右打,1997/04/20,中華民國,
0000006004,卡本特,左投左打,1990/08/22,美國,Ryan Carpenter
0000006005,羅傑斯,右投右打,1985/08/14,多明尼加,Esmil Rogers
0000006006,德保拉,左投右打,1988/03/04,多明尼加,Jose De Paula
0000006010,費爾本,左投左打,1985/08/22,美國,Ryan Feierabend
0000006011,霸能,右投左右開弓,1990/06/18,多明尼加,Lisalverto Bonilla
0000006013,尼寇力,左投左打,1991/11/22,美國,Justin Nicolino
0000006056,艾里歐,右投右打,1996/08/12,多明尼加,Emilio Vargas
0000006068,艾思凱,右投右打,1996/05/30,哥倫比亞,Luis Escobar
0000006124,洛奇,右投右打,1989/12/14,美國,Donn Roach
0000006125,黃淇,右投右打,1999/10/25,中華民國,
0000006126,達尼爾,左投左打,1989/02/02,美國,Logan Reese Darnell
0000006127,李其峰,右投右打,1997/10/14,中華民國,
0000006128,夏忞,右投右打,1995/10/24,中華民國,
0000006130,徐昇暉,右投右打,2000/05/25,中華民國,
0000006133,賴柏瑋,右投右打,1995/09/05,中華民國,
0000006134,林以哲,右投右打,1994/01/25,中華民國,
0000006137,黃子榕,右投右打,1997/10/31,中華民國,
0000006138,李軒慈,右投右打,1997/10/28,中華民國,
0000006139,羅昶煜,右投右打,1994/07/20,中華民國,
0000006140,潘泓凱,右投右打,1997/06/14,中華民國,
0000006141,蕭秉廉,右投右打,1995/10/14,中華民國,
0000006142,藍淯勝,右投左打,1998/01/19,中華民國,
0000006143,高宸軒,右投右打,1998/01/01,中華民國,
0000006144,謝修銓,右投右打,1995/11/05,中華民國,
0000006145,陳智輝,右投左打,1988/11/25,中華民國,
0000006146,莊季霖,右投左打,1998/08/01,中華民國,
0000006147,高育瑋,右投左打,1993/09/29,中華民國,
0000006148,黃裕翔,右投右打,1989/03/30,中華民國,
0000006149,張文賢,右投左打,1998/07/13,中華民國,
0000006150,李威達,右投左打,1994/09/23,中華民國,
0000006151,邱偉峻,右投右打,1998/01/28,中華民國,
0000006152,馬文修,右投右打,1994/12/22,中華民國,
0000006153,吳承憲,右投右打,1998/03/03,中華民國,
0000006154,蔡維凡,右投左打,1996/09/30,中華民國,
0000006155,楊振裕,右投左打,1994/01/10,中華民國,
0000006157,楊志翔,右投右打,1996/11/11,中華民國,
0000006159,林逸達,右投右打,2000/12/26,中華民國,
0000006160,李超,右投右打,1999/10/23,中華民國,
0000006161,李子揚,右投右打,1994/01/29,中華民國,
0000006162,劉智銚,左投左打,1999/11/19,中華民國,
0000006163,劉奕廷,右投右打,1999/06/19,中華民國,
0000006164,鄭至軒,右投右打,1996/02/15,中華民國,
0000006165,朱添明,右投右打,2001/01/30,中華民國,
0000006166,李岳川,右投右打,2001/03/05,中華民國,
0000006167,張弘稜,右投右打,2001/10/07,中華民國,
0000006168,巴青少,左投左打,1999/05/15,中華民國,
0000006169,蕭柏頤,右投右打,2000/11/08,中華民國,
0000006170,朱靖,左投左打,2000/11/12,中華民國,
0000006171,陳承佑,右投右打,1997/10/17,中華民國,
0000006172,詹曜銘,右投右打,1999/12/30,中華民國,
0000006173,許宸豪,右投右打,2001/10/31,中華民國,
0000006174,張鴻煜,左投左打,2000/07/04,中華民國,
0000006175,高駿宇,右投右打,1997/11/21,中華民國,
0000006176,余謙,右投右打,2001/04/09,中華民國,
0000006177,黃韋銘,右投右打,1993/11/10,中華民國,
0000006178,林軒逸,右投右打,2000/07/16,中華民國,
0000006179,程正達,右投左打,2000/12/06,中華民國,
0000006180,李鴻偉,右投右打,1998/06/22,中華民國,
0000006181,黃彥賓,右投左打,1998/12/20,中華民國,
0000006182,陳聖賢,右投右打,1998/01/03,中華民國,
0000006183,李育全,右投左打,1999/04/16,中華民國,
0000006184,秦佳年,右投右打,1999/11/06,中華民國,
0000006186,林浩文,右投左打,1998/02/23,中華民國,
0000006187,姚品浤,右投右打,1999/11/03,中華民國,
0000006188,陳彥穎,左投左打,1996/10/17,中華民國,
0000006189,李冠賢,右投右打,2000/02/13,中華民國,
0000006190,陳宏宇,右投右打,2001/03/02,中華民國,
0000006192,葉仲益,右投右打,1999/07/31,中華民國,
0000006193,吳震良,左投左打,1999/09/28,中華民國,
0000006194,葉朝宗,右投左打,2000/12/28,中華民國,
0000006195,李皓偉,右投右打,1998/10/06,中華民國,
0000006197,宗秉毅,右投左打,1998/04/20,中華民國,
0000006198,何紹彬,右投右打,1994/06/05,中華民國,
0000006201,黃柏儒,右投右打,1996/10/19,中華民國,
0000006202,蔡鎮宇,右投右打,1996/11/20,中華民國,
0000006204,潘承邦,左投左打,2000/02/09,中華民國,
0000006205,劉崇聖,右投右打,2000/10/31,中華民國,
0000006206,邦威,左投右打,1991/03/13,墨西哥,Manny Bañuelos
0000006208,猛威爾,右投右打,1989/10/09,美國,Tim Melville
0000006209,泰迪,右投右打,1993/11/25,美國,Teddy Stankiewicz
0000006210,林原裕,右投右打,2001/12/24,中華民國,
0000006211,張肇元,右投右打,1997/10/30,中華民國,
0000006212,曼恩,左投左打,1984/05/16,美國,Brandon Mann
0000006213,何恆佑,右投左打,2001/10/12,中華民國,
0000006214,奇優力,右投右打,1994/01/15,古巴,Yoanys Quiala
0000006215,趙璟榮,右投左打,1998/06/12,中華民國,
0000006216,王順和,右投右打,2001/10/26,中華民國,
0000006217,林辰勳,右投右打,2001/12/10,中華民國,
0000006218,曾家鋐,右投右打,1997/09/03,中華民國,
0000006219,李嘉祥,右投右打,2001/09/10,中華民國,
0000006220,馬鋼,右投右打,2002/04/14,中華民國,
0000006221,劉貴元,右投左打,2002/01/19,中華民國,
0000006222,劉予承,右投右打,2002/02/03,中華民國,
0000006223,林子豪,右投左打,2002/03/29,中華民國,
0000006224,林吳晉瑋,右投左打,2002/02/04,中華民國,
0000006225,宋晟睿,右投右打,2002/08/14,中華民國,
0000006226,林楷錡,右投左打,1998/06/12,中華民國,
0000006227,曾峻岳,右投右打,2001/11/07,中華民國,
0000006228,王志煊,左投左打,2001/09/05,中華民國,
0000006229,葉子霆,右投右打,1998/01/07,中華民國,
0000006230,林詠翔,右投右打,2001/09/13,中華民國,
0000006231,何逸龍,右投右打,2000/09/17,中華民國,
0000006232,許宸銘,右投左打,2002/07/18,中華民國,
0000006233,黃兆維,右投右打,2001/11/03,中華民國,
0000006234,邱家慶,右投右打,2001/10/10,中華民國,
0000006235,林政華,右投左打,2001/09/22,中華民國,
0000006236,楊鈺翔,右投左打,2002/07/05,中華民國,
0000006237,林子崴,左投左打,2002/03/22,中華民國,
0000006239,周奕丞,右投左打,1997/11/06,中華民國,
0000006240,馬傑森,右投右打,2002/05/15,中華民國,
0000006241,林家鋒,右投右打,1997/09/10,中華民國,
0000006242,劉家誠,右投右打,1998/03/25,中華民國,
0000006243,徐浩凱,右投左打,1995/11/19,中華民國,
0000006244,鄭兆男,右投左打,2000/04/20,中華民國,
0000006298,傑斯,右投右打,1988/08/16,尼加拉瓜,Juan Carlos Ramirez
0000006320,恩力,左投左打,1994/12/24,多明尼加,Elniery Garcia
0000006420,雷法,右投右打,1989/03/17,古巴,Elian Leyva
0000006423,田澤純一,右投右打,1986/06/06,日本,Tazawa Junichi
0000006430,福來喜,右投右打,1989/10/12,美國,Francisco Pena
0000006496,布里悍,右投右打,1988/02/10,美國,Jake Brigham
0000006497,鋼龍,右投右打,1990/06/26,美國,Drew Gagnon
0000006498,歐飛登,左投左打,1991/08/17,美國,Dillon Overton
0000006500,加百利,右投右打,1993/05/26,多明尼加,Gabriel Ynoa
0000006501,赫雷拉,右投左右開弓,1992/10/16,多明尼加,Rosell Herrera
0000006506,猛快,右投右打,1989/06/23,美國,Deck McGuire
0000006507,豪勁,右投右打,1989/05/12,美國,Bradin Hagens
0000006547,優瑪,右投右打,1992/05/06,多明尼加,Yomar Flande
0000006557,龍德力,右投右打,1992/04/17,多明尼加,Ronny Rodríguez
0000006570,卡洛斯,右投左打,1991/12/20,美國,Carlos Franco
0000006610,高野圭佑,右投右打,1991/12/28,日本,Takano Keisuke
0000006625,紐那斯,右投右打,1987/06/15,多明尼加,Eduardo Nunez
0000006707,猛悍,左投左打,1993/06/20,多明尼加,Adalberto Mejia
0000006708,格里斯,左投左打,1992/06/13,加拿大,Evan Grills
0000006709,蔡鉦宇,右投左打,1996/02/20,中華民國,
0000006710,狂威,右投右打,1991/08/14,美國,Dylan Covey
0000006711,李承鴻,右投右打,2003/03/11,中華民國,
0000006712,楊孟沅,左投左打,1999/03/14,中華民國,
0000006713,楊竣翔,右投右打,2000/03/06,中華民國,
0000006714,鍾玉成,右投左打,2003/02/10,中華民國,
0000006715,張梓軒,左投左打,1999/03/30,中華民國,
0000006716,張翔,右投右打,2003/01/22,中華民國,
0000006717,劉志宏,左投左打,2002/11/27,中華民國,
0000006718,毛英傑,右投右打,2003/04/04,中華民國,
0000006719,藍震威,右投右打,2002/12/03,中華民國,
0000006720,邱駿威,右投右打,2002/11/10,中華民國,
0000006721,楊家勝,右投左打,1998/06/11,中華民國,
0000006722,賴知頎,右投左打,2003/07/26,中華民國,
0000006723,張鈞守,右投右打,2002/10/15,中華民國,
0000006724,曹祐齊,右投右打,2003/03/30,中華民國,
0000006725,張祐嘉,左投左打,2003/05/24,中華民國,
0000006726,李展毅,右投右打,2003/01/30,中華民國,
0000006727,吳秉恩,右投右打,2003/03/29,中華民國,
0000006728,陳思仲,右投右打,2000/10/18,中華民國,
0000006729,陳志杰,右投右打,2002/12/09,中華民國,
0000006730,張仁瑋,右投右打,2003/05/01,中華民國,
0000006731,周委宏,右投左打,2002/11/17,中華民國,
0000006732,陳統恩,右投右打,2001/09/19,中華民國,
0000006733,李家成,右投右打,1999/12/21,中華民國,
0000006734,黃鈞麟,左投左打,2003/07/21,中華民國,
0000006736,王苡丞,右投左打,2003/05/01,中華民國,
0000006737,董子恩,右投右打,2003/02/28,中華民國,
0000006738,孔念恩,右投左打,2003/09/01,中華民國,
0000006739,李子強,右投左打,1999/12/29,中華民國,
0000006740,楊強森,右投右打,2002/09/22,中華民國,
0000006741,張宥鈞,右投左打,2003/02/16,中華民國,
0000006742,范姜永頡,右投右打,2002/11/23,中華民國,
0000006743,劉俊豪,右投左打,2002/02/20,中華民國,
0000006744,温展樂,右投右打,2001/10/18,中華民國,
0000006745,陳冠勳,左投左打,1998/12/23,中華民國,
0000006746,柯西諾,右投右打,1990/08/26,多明尼加,Daniel Corcino
0000006747,迪倫,右投右打,1992/09/23,南非,Dylan Unsworth
0000006748,威迪茲,右投右打,1990/03/01,多明尼加,Jose Valdez
0000006749,象魔力,左投左打,1992/11/20,美國,Shawn Morimando
0000006750,陳暐皓,右投右打,1999/09/24,中華民國,
0000006752,蘇捷恩,右投右打,1999/10/11,中華民國,
0000006758,范米特,右投右打,1988/10/18,美國,Joe Van Meter
0000006759,鈦龍,右投右打,1991/02/20,美國,Telvin Nash
0000006760,霸帝士,右投右打,1992/01/18,多明尼加,Xavier Batista
0000006761,羅薩,右投右打,1989/02/23,多明尼加,Wilin Rosario
0000006762,羅昂,右投右打,1985/02/13,美國,Logan Ondrusek
0000006763,柯瑞,右投右打,1993/08/02,多明尼加,Keury Mella
0000006764,洪安生,左投左打,1996/03/12,中華民國,
0000006765,陳慎,右投右打,1998/10/23,中華民國,
0000006766,洪晨宣,右投右打,1999/05/21,中華民國,
0000006767,許育銘,左投左打,1998/09/25,中華民國,
0000006770,邱邦,右投右打,1998/10/25,中華民國,
0000006771,陳正毅,右投右打,2000/06/14,中華民國,
0000006772,賴延峰,右投右打,2003/06/10,中華民國,
0000006773,哈睨吉路,右投左打,1997/12/18,中華民國,
0000006774,黃明真,右投右打,1995/01/12,中華民國,
0000006776,林郁祐,右投右打,1998/02/01,中華民國,
0000006777,林柏安,右投右打,1998/12/28,中華民國,
0000006778,李亦崴,右投右打,1999/05/22,中華民國,
0000006779,吳允中,左投左打,1999/08/29,中華民國,
0000006780,洪仲平,右投左打,1997/10/01,中華民國,
0000006781,張佑丞,左投左打,1996/12/10,中華民國,
0000006782,林博儒,右投右打,1997/09/21,中華民國,
0000006783,陳皓禎,右投左打,1994/03/26,中華民國,
0000006784,盧瑞祥,右投右打,1996/03/20,中華民國,
0000006785,陳冠霖,左投左打,1997/10/17,中華民國,
0000006786,羅聖凱,右投右打,2000/10/03,中華民國,
0000006787,許皓凱,右投右打,1993/09/02,中華民國,
0000006788,張育豪,右投左打,1996/06/05,中華民國,
0000006789,杜寅吉,右投右打,1999/01/05,中華民國,
0000006790,陳昱銘,右投左打,1994/04/20,中華民國,
0000006791,陳瑋,右投右打,1995/09/06,中華民國,
0000006792,李承恩,右投右打,1996/10/15,中華民國,
0000006793,陳喆閎,右投左打,1999/02/17,中華民國,
0000006794,徐子峻,右投右打,1994/01/05,中華民國,
0000006795,張智軒,右投右打,1997/10/18,中華民國,
0000006796,邱澤豪,右投右打,1999/03/08,中華民國,
0000006797,吳仁傑,右投右打,1999/05/04,中華民國,
0000006798,胡臻典,右投右打,1998/07/16,中華民國,
0000006799,江皓瑋,左投左打,1998/08/16,中華民國,
0000006800,楊翔皓,右投左打,1994/03/17,中華民國,
0000006801,李岳霖,右投右打,1998/05/02,中華民國,
0000006802,張育綸,左投左打,1999/02/12,中華民國,
0000006803,詹竣翔,右投右打,1994/04/19,中華民國,
0000006804,張文漢,右投右打,1998/07/06,中華民國,
0000006805,劉任傑,右投右打,1994/11/30,中華民國,
0000006806,池恩齊,右投左打,2003/08/03,中華民國,
0000006807,丁朝原,右投左打,1996/11/06,中華民國,
0000006808,李君國,右投右打,1992/10/15,中華民國,
0000006809,陳豪,右投左打,1993/05/05,中華民國,
0000006810,潘瑋祥,右投左打,2002/09/04,中華民國,
0000006811,曹家淵,右投左打,1994/03/12,中華民國,
0000006812,林鴻偉,右投左打,1995/01/25,中華民國,
0000006813,藍翊誠,左投左打,1998/05/17,中華民國,
0000006814,胡逸涵,右投右打,2000/02/13,中華民國,
0000006815,大瀧幸治,右投右打,1997/10/01,日本,Otaki Kouji
0000006816,蔡易廷,右投右打,1996/08/21,中華民國,
0000006817,簡名駿,右投右打,2000/01/02,中華民國,
0000006818,高塩將樹,右投右打,1989/03/24,日本,Takashio Masaki
0000006819,爾曼羅索普,右投右打,1999/04/12,中華民國,Arman Rasoulpour
0000006821,賴威誠,右投右打,1996/07/20,中華民國,
0000006822,王廷浩,右投右打,2003/04/13,中華民國,
0000006823,黃智榮,右投右打,1996/05/03,中華民國,
0000006824,郭福凱,右投右打,1993/12/21,中華民國,
0000006825,王偉哲,右投右打,2000/02/10,中華民國,
0000006826,林崑泰,右投右打,1999/09/26,中華民國,
0000006827,沈朕清,右投左打,1998/02/13,中華民國,
0000006828,潘亮銘,右投右打,1999/03/23,中華民國,
0000006829,侯羿輔,右投右打,2000/01/30,中華民國,
0000006830,李晨薰,右投右打,2002/01/14,中華民國,
